Pincode,AreaName,Sarvice Type,Transit Time,Rate group
141012,LUDHIANA,NORMAL,2-3 Days,1
141013,ZIRAKPUR,NORMAL,2-3 Days,1
141014,LUDHIANA,NORMAL,2-3 Days,1
141015,LUDHIANA,NORMAL,2-3 Days,1
141016,LUDHIANA,NORMAL,2-3 Days,1
141020,LUDHIANA,NORMAL,2-3 Days,1
141101,PUNJAB,ODA,2-4 Days,1
141102,LUDHIANA,ODA,2-4 Days,1
141103,LUDHIANA,ODA,2-4 Days,1
141104,LUDHIANA,ODA,2-4 Days,1
141105,LUDHIANA,ODA,2-4 Days,1
141106,LUDHIANA,ODA,2-4 Days,1
141107,PUNJAB,ODA,3-4 Days,1
141108,LUDHIANA,ODA,2-4 Days,1
141109,PUNJAB,ODA,2-4 Days,1
141112,LUDHIANA,ODA,2-4 Days,1
141113,LUDHIANA,ODA,2-4 Days,1
141114,LUDHIANA,ODA,2-4 Days,1
141115,LUDHIANA,ODA,2-4 Days,1
141116,LUDHIANA,NORMAL,2-3 Days,1
141117,LUDHIANA,ODA,2-4 Days,1
141118,LUDHIANA,ODA,2-4 Days,1
141119,LUDHIANA,ODA,2-4 Days,1
141120,LUDHIANA,NORMAL,2-3 Days,1
141121,LUDHIANA,ODA,2-4 Days,1
141122,LUDHIANA,ODA,2-4 Days,1
141123,LUDHIANA,NORMAL,2-3 Days,1
141124,LUDHIANA,ODA,2-4 Days,1
141201,LUDHIANA,ODA,2-4 Days,1
141202,LUDHIANA,ODA,2-4 Days,1
141203,LUDHIANA,ODA,2-4 Days,1
141204,PUNJAB,ODA,2-4 Days,1
141205,LUDHIANA,ODA,2-4 Days,1
141206,LUDHIANA,ODA,2-4 Days,1
141305,LUDHIANA,ODA,2-4 Days,1
141306,PUNJAB,ODA,2-3 Days,1
141309,PUNJAB,ODA,2-3 Days,1
141310,PUNJAB,ODA,2-4 Days,1
141401,LUDHIANA,NORMAL,2-3 Days,1
141411,LUDHIANA,ODA,2-4 Days,1
141412,LUDHIANA,ODA,2-4 Days,1
141413,LUDHIANA,ODA,2-4 Days,1
141414,LUDHIANA,ODA,2-4 Days,1
141415,LUDHIANA,ODA,2-4 Days,1
141416,LUDHIANA,ODA,2-4 Days,1
141417,LUDHIANA,ODA,2-4 Days,1
141418,LUDHIANA,ODA,2-4 Days,1
141419,PUNJAB,ODA,2-4 Days,1
141421,LUDHIANA,ODA,2-4 Days,1
141801,CHANDIGARH,NORMAL,2-3 Days,1
142001,PUNJAB,NORMAL,2-3 Days,1
142011,LUDHIANA,ODA,2-4 Days,1
142021,LUDHIANA,NORMAL,2-3 Days,1
142022,LUDHIANA,ODA,2-4 Days,1
142023,LUDHIANA,ODA,2-4 Days,1
142024,LUDHIANA,ODA,2-4 Days,1
142025,LUDHIANA,ODA,2-4 Days,1
142026,PUNJAB,ODA,2-4 Days,1
142027,LUDHIANA,ODA,2-4 Days,1
142029,LUDHIANA,ODA,2-4 Days,1
142030,LUDHIANA,ODA,2-4 Days,1
142031,AMBALA,ODA,2-4 Days,1
142032,LUDHIANA,ODA,2-4 Days,1
142033,LUDHIANA,ODA,2-4 Days,1
142034,PUNJAB,ODA,2-4 Days,1
142035,LUDHIANA,ODA,2-4 Days,1
142036,LUDHIANA,ODA,2-4 Days,1
142037,LUDHIANA,ODA,2-4 Days,1
142038,LUDHIANA,ODA,2-4 Days,1
142039,LUDHIANA,ODA,2-4 Days,1
142040,LUDHIANA,ODA,2-4 Days,1
142041,PUNJAB,ODA,2-4 Days,1
142042,LUDHIANA,ODA,2-4 Days,1
142043,LUDHIANA,ODA,2-4 Days,1
142044,PUNJAB,ODA,2-4 Days,1
142046,LUDHIANA,ODA,2-4 Days,1
142047,PUNJAB,ODA,2-4 Days,1
142048,PUNJAB,ODA,2-4 Days,1
142049,LUDHIANA,ODA,2-4 Days,1
142050,PUNJAB,ODA,2-4 Days,1
142052,LUDHIANA,ODA,2-4 Days,1
142053,LUDHIANA,ODA,2-4 Days,1
142054,LUDHIANA,ODA,2-4 Days,1
142055,LUDHIANA,ODA,2-4 Days,1
142056,LUDHIANA,ODA,2-4 Days,1
142057,LUDHIANA,ODA,2-4 Days,1
142058,LUDHIANA,ODA,2-4 Days,1
142060,PUNJAB,ODA,2-4 Days,1
142063,LUDHIANA,ODA,2-4 Days,1
143001,PUNJAB,NORMAL,2-3 Days,1
143002,PUNJAB,NORMAL,2-3 Days,1
143003,PUNJAB,NORMAL,2-3 Days,1
143004,PUNJAB,NORMAL,2-3 Days,1
143005,PUNJAB,NORMAL,2-3 Days,1
143006,PUNJAB,NORMAL,2-3 Days,1
143007,PUNJAB,NORMAL,2-3 Days,1
143010,PUNJAB,ODA,2-4 Days,1
143021,PUNJAB,NORMAL,2-3 Days,1
143101,PUNJAB,ODA,2-4 Days,1
